,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
54715,1654715760,27.94,38.85,0,400,13324,21284,937.459,1.78,1.85,12.23,1.908,0.043,3573,0
54717,1654715762,28.04,38.65,0,400,13324,21304,937.472,1.84,1.92,12.69,1.979,0.045,3575,0
54719,1654715764,28.07,38.57,0,400,13306,21278,937.474,1.93,2.0,13.27,2.069,0.047,3577,0
54721,1654715766,28.12,38.47,0,400,13309,21296,937.459,1.93,2.01,13.31,2.076,0.047,3579,0
54723,1654715768,28.18,38.45,0,400,13296,21292,937.459,1.92,2.0,13.22,2.061,0.047,3581,0
54725,1654715770,28.18,38.38,0,400,13285,21264,937.454,1.83,1.9,12.6,1.965,0.044,3583,0
54727,1654715772,28.17,38.42,0,400,13267,21263,937.456,1.77,1.83,12.15,1.894,0.043,3585,0
54729,1654715774,28.27,38.58,0,400,13271,21265,937.464,1.71,1.78,11.77,1.836,0.041,3587,0
54731,1654715776,28.31,38.48,0,400,13266,21249,937.473,1.7,1.76,11.69,1.823,0.041,3589,0
54733,1654715778,28.33,38.42,0,400,13257,21245,937.465,1.72,1.79,11.87,1.851,0.042,3591,0
54735,1654715780,26.94,38.43,0,400,13237,21220,937.471,1.77,1.84,12.21,1.904,0.043,3593,0
54737,1654715782,26.25,40.29,0,400,13264,21253,937.46,1.8,1.87,12.36,1.928,0.044,3595,0
54739,1654715784,25.92,41.46,0,400,13297,21275,937.434,1.81,1.88,12.43,1.939,0.044,3597,0
54741,1654715786,25.79,42.25,0,400,13323,21304,937.418,1.85,1.92,12.7,1.981,0.045,3599,0
54743,1654715788,25.68,42.87,0,400,13321,21309,937.406,1.83,1.9,12.61,1.966,0.044,3601,0
54745,1654715790,25.58,43.34,0,400,13311,21299,937.399,1.78,1.85,12.23,1.907,0.043,3603,0
54747,1654715792,25.51,43.59,0,400,13317,21295,937.404,1.74,1.81,11.97,1.867,0.042,3605,0
54749,1654715794,25.4,43.8,0,400,13305,21269,937.409,1.66,1.72,11.4,1.777,0.04,3607,0
54751,1654715796,25.31,44.15,0,400,13285,21243,937.414,1.6,1.66,10.99,1.714,0.039,3609,0
54753,1654715798,25.23,44.44,0,400,13274,21247,937.423,1.55,1.61,10.65,1.661,0.038,3611,0
54755,1654715800,25.23,44.64,0,400,13261,21213,937.423,1.59,1.65,10.95,1.707,0.039,3613,0
54757,1654715802,25.2,44.79,0,400,13257,21198,937.406,1.66,1.72,11.42,1.781,0.04,3615,0
54759,1654715804,25.17,44.81,0,400,13269,21191,937.418,1.75,1.82,12.07,1.882,0.043,3617,0
54761,1654715806,25.09,44.75,0,400,13277,21175,937.439,1.88,1.95,12.93,2.017,0.046,3619,0
54763,1654715808,25.02,44.78,0,400,13271,21167,937.455,1.87,1.94,12.86,2.005,0.045,3621,0
54765,1654715810,26.48,44.97,0,400,13286,21178,937.438,1.85,1.92,12.75,1.988,0.045,3623,0
54767,1654715812,27.12,43.03,0,400,13288,21163,937.418,1.86,1.93,12.8,1.995,0.045,3625,0
54769,1654715814,27.34,41.28,0,400,13294,21161,937.437,1.92,1.99,13.21,2.059,0.047,3627,0
54771,1654715816,27.46,40.31,0,400,13313,21163,937.436,1.91,1.99,13.17,2.054,0.046,3629,0
54773,1654715818,27.53,39.72,0,400,13331,21201,937.449,1.92,2.0,13.22,2.062,0.047,3631,0
54775,1654715820,27.6,39.35,0,400,13319,21181,937.432,1.94,2.02,13.36,2.084,0.047,3633,0
54777,1654715822,27.67,39.21,0,400,13305,21183,937.44,1.91,1.99,13.17,2.054,0.046,3635,0
54779,1654715824,27.78,39.07,0,400,13319,21174,937.449,1.9,1.97,13.08,2.04,0.046,3637,0
54781,1654715826,27.76,38.75,0,400,13332,21181,937.451,1.85,1.93,12.77,1.991,0.045,3639,0
54783,1654715828,27.82,38.6,0,400,13346,21204,937.454,1.84,1.91,12.67,1.976,0.045,3641,0
54785,1654715830,27.85,38.44,0,400,13342,21188,937.453,1.9,1.98,13.09,2.041,0.046,3643,0
54787,1654715832,27.95,38.3,0,400,13356,21196,937.457,1.97,2.04,13.54,2.111,0.048,3645,0
54789,1654715834,28.01,38.24,0,400,13353,21187,937.449,2.08,2.16,14.3,2.229,0.05,3647,0
54791,1654715836,28.01,38.14,0,400,13341,21166,937.458,2.11,2.19,14.49,2.26,0.051,3649,0
54793,1654715838,28.02,38.0,0,400,13361,21172,937.456,2.1,2.18,14.47,2.257,0.051,3651,0
54795,1654715840,26.71,37.96,0,400,13364,21168,937.462,2.06,2.14,14.2,2.215,0.05,3653,0
54797,1654715842,25.92,39.65,0,400,13371,21190,937.46,1.93,2.0,13.27,2.069,0.047,3655,0
54799,1654715844,25.64,41.18,0,400,13367,21215,937.462,1.76,1.83,12.09,1.886,0.043,3657,0
54801,1654715846,25.43,42.34,0,400,13350,21193,937.45,1.68,1.75,11.57,1.803,0.041,3659,0
54803,1654715848,25.35,43.0,0,400,13364,21201,937.452,1.63,1.69,11.21,1.748,0.039,3661,0
54805,1654715850,25.26,43.2,0,400,13378,21216,937.446,1.58,1.65,10.9,1.7,0.038,3663,0
54807,1654715852,25.1,43.49,0,400,13386,21221,937.442,1.55,1.61,10.7,1.668,0.038,3665,0
54809,1654715854,25.0,43.67,0,400,13383,21202,937.446,1.51,1.57,10.43,1.626,0.037,3667,0
54811,1654715856,24.93,43.98,0,400,13366,21208,937.459,1.49,1.55,10.28,1.603,0.036,3669,0
54813,1654715858,24.85,44.25,0,400,13370,21226,937.461,1.5,1.56,10.35,1.614,0.036,3671,0
54815,1654715860,24.83,44.46,0,400,13379,21245,937.455,1.61,1.68,11.11,1.733,0.039,3673,0
54817,1654715862,24.78,44.62,0,400,13356,21214,937.437,1.75,1.82,12.05,1.879,0.042,3675,0
54819,1654715864,24.78,44.77,0,400,13345,21189,937.434,1.85,1.92,12.75,1.988,0.045,3677,0
54821,1654715866,24.75,44.82,0,400,13355,21172,937.44,1.93,2.01,13.31,2.075,0.047,3679,0
54823,1654715868,24.72,44.71,0,400,13386,21188,937.434,1.9,1.98,13.11,2.044,0.046,3681,0
54825,1654715870,26.1,44.59,0,400,13406,21235,937.454,1.92,1.99,13.18,2.056,0.046,3683,0
54827,1654715872,26.71,42.82,0,400,13403,21247,937.468,1.91,1.99,13.15,2.051,0.046,3685,0
54829,1654715874,26.94,41.26,0,400,13413,21264,937.463,1.88,1.95,12.95,2.019,0.046,3687,0
54831,1654715876,27.04,40.24,0,400,13421,21268,937.462,1.84,1.92,12.7,1.98,0.045,3689,0
54833,1654715878,27.12,39.7,0,400,13430,21284,937.455,1.87,1.94,12.86,2.006,0.045,3691,0
54835,1654715880,27.18,39.39,0,400,13434,21292,937.444,1.85,1.92,12.72,1.983,0.045,3693,0
54837,1654715882,27.19,39.24,0,400,13443,21323,937.445,1.9,1.97,13.06,2.036,0.046,3695,0
54839,1654715884,27.26,39.09,0,400,13445,21318,937.44,1.95,2.03,13.43,2.094,0.047,3697,0
54841,1654715886,27.32,39.03,0,400,13431,21309,937.426,1.95,2.02,13.41,2.091,0.047,3699,0
54843,1654715888,27.32,39.03,0,400,13432,21318,937.411,1.92,1.99,13.2,2.058,0.046,3701,0
54845,1654715890,27.33,39.1,0,400,13423,21320,937.405,1.94,2.02,13.36,2.083,0.047,3703,0
54847,1654715892,27.42,39.03,0,400,13411,21286,937.397,2.0,2.08,13.8,2.152,0.049,3705,0
54849,1654715894,27.41,38.79,0,400,13436,21307,937.397,2.06,2.14,14.17,2.21,0.05,3707,0
54851,1654715896,27.42,38.62,0,400,13447,21307,937.386,2.03,2.11,13.98,2.179,0.049,3709,0
54853,1654715898,27.43,38.51,0,400,13448,21297,937.369,1.98,2.06,13.63,2.126,0.048,3711,0
54855,1654715900,26.12,38.46,0,400,13436,21275,937.381,1.96,2.04,13.52,2.109,0.048,3713,0
54857,1654715902,25.44,40.19,0,400,13432,21260,937.378,2.02,2.09,13.87,2.163,0.049,3715,0
54859,1654715904,25.13,41.61,0,400,13439,21278,937.37,2.07,2.15,14.23,2.219,0.05,3717,0
54861,1654715906,25.0,42.49,0,400,13444,21283,937.392,2.13,2.22,14.69,2.291,0.052,3719,0
54863,1654715908,24.79,43.11,0,400,13448,21285,937.397,2.26,2.35,15.54,2.424,0.055,3721,0
54865,1654715910,24.73,43.59,0,400,13448,21304,937.409,2.25,2.34,15.49,2.416,0.055,3723,0
54867,1654715912,24.71,43.88,0,400,13434,21275,937.398,2.21,2.29,15.18,2.367,0.053,3725,0
54869,1654715914,24.66,44.07,0,400,13438,21269,937.398,2.21,2.3,15.24,2.377,0.054,3727,0
54871,1654715916,24.64,44.14,0,400,13434,21264,937.392,2.21,2.29,15.2,2.371,0.054,3729,0
54873,1654715918,24.55,44.24,0,400,13430,21252,937.398,2.2,2.29,15.17,2.366,0.053,3731,0
54875,1654715920,24.54,44.5,0,400,13410,21217,937.406,2.2,2.28,15.13,2.359,0.053,3733,0
54877,1654715922,24.52,44.63,0,400,13407,21212,937.388,2.18,2.26,14.98,2.336,0.053,3735,0
54879,1654715924,24.47,44.7,0,400,13410,21217,937.385,2.17,2.25,14.9,2.324,0.052,3737,0
54881,1654715926,24.43,44.86,0,400,13423,21241,937.388,2.17,2.25,14.92,2.327,0.053,3739,0
54883,1654715928,24.41,44.91,0,400,13438,21260,937.378,2.18,2.26,14.98,2.337,0.053,3741,0
54885,1654715930,25.85,44.96,0,400,13456,21299,937.375,2.19,2.28,15.08,2.352,0.053,3743,0
54887,1654715932,26.51,43.03,0,400,13465,21332,937.373,2.19,2.27,15.07,2.349,0.053,3745,0
54889,1654715934,26.78,41.37,0,400,13456,21314,937.391,2.2,2.29,15.14,2.361,0.053,3747,0
54891,1654715936,26.99,40.4,0,400,13459,21302,937.393,2.16,2.24,14.84,2.315,0.052,3749,0
54893,1654715938,27.12,39.71,0,400,13456,21304,937.39,2.12,2.2,14.57,2.271,0.051,3751,0
54895,1654715940,27.22,39.32,0,400,13451,21285,937.384,2.11,2.19,14.54,2.267,0.051,3753,0
54897,1654715942,27.2,38.96,0,400,13462,21296,937.399,2.07,2.15,14.26,2.224,0.05,3755,0
54899,1654715944,27.26,38.82,0,400,13451,21306,937.384,2.04,2.12,14.02,2.186,0.049,3757,0
54901,1654715946,27.38,38.8,0,400,13449,21315,937.385,1.99,2.07,13.7,2.136,0.048,3759,0
54903,1654715948,27.39,38.61,0,400,13444,21302,937.398,1.94,2.02,13.37,2.086,0.047,3761,0
54905,1654715950,27.47,38.51,0,400,13434,21278,937.388,1.92,2.0,13.22,2.062,0.047,3763,0
54907,1654715952,27.5,38.41,0,400,13444,21284,937.392,1.85,1.92,12.71,1.981,0.045,3765,0
54909,1654715954,27.53,38.24,0,400,13438,21280,937.38,1.78,1.85,12.26,1.912,0.043,3767,0
54911,1654715956,27.49,38.28,0,400,13449,21296,937.374,1.78,1.85,12.26,1.911,0.043,3769,0
54913,1654715958,27.47,38.25,0,400,13447,21302,937.395,1.88,1.96,12.96,2.021,0.046,3771,0
54915,1654715960,26.1,38.37,0,400,13434,21286,937.403,1.95,2.03,13.46,2.098,0.047,3773,0
54917,1654715962,25.41,40.25,0,400,13418,21254,937.416,1.99,2.07,13.72,2.139,0.048,3775,0
54919,1654715964,25.2,41.67,0,400,13418,21253,937.411,2.06,2.14,14.2,2.214,0.05,3777,0
54921,1654715966,25.03,42.52,0,400,13420,21243,937.421,2.14,2.22,14.7,2.293,0.052,3779,0
54923,1654715968,24.9,43.11,0,400,13414,21239,937.413,2.2,2.29,15.16,2.364,0.053,3781,0
54925,1654715970,24.82,43.46,0,400,13399,21198,937.416,2.16,2.24,14.84,2.315,0.052,3783,0
54927,1654715972,24.75,43.69,0,400,13414,21219,937.4,2.14,2.23,14.76,2.301,0.052,3785,0
54929,1654715974,24.71,43.91,0,400,13407,21204,937.403,2.12,2.21,14.62,2.28,0.051,3787,0
54931,1654715976,24.69,44.08,0,400,13402,21195,937.403,2.07,2.15,14.26,2.224,0.05,3789,0
54933,1654715978,24.62,44.21,0,400,13402,21204,937.41,2.01,2.08,13.8,2.152,0.049,3791,0
54935,1654715980,24.58,44.39,0,400,13403,21197,937.403,1.93,2.0,13.28,2.07,0.047,3793,0
54937,1654715982,24.55,44.47,0,400,13420,21217,937.394,1.92,1.99,13.21,2.06,0.047,3795,0
54939,1654715984,24.49,44.49,0,400,13428,21229,937.388,1.87,1.95,12.9,2.012,0.045,3797,0
54941,1654715986,24.44,44.49,0,400,13443,21256,937.398,1.87,1.94,12.86,2.006,0.045,3799,0
54943,1654715988,24.38,44.52,0,400,13454,21279,937.398,1.81,1.88,12.45,1.941,0.044,3801,0
54945,1654715990,25.79,44.47,0,400,13503,21355,937.398,1.81,1.88,12.43,1.938,0.044,3803,0
54947,1654715992,26.44,42.5,0,400,13497,21356,937.403,1.89,1.96,12.98,2.024,0.046,3805,0
54949,1654715994,26.68,41.06,0,400,13485,21356,937.407,1.96,2.04,13.51,2.107,0.048,3807,0
54951,1654715996,26.87,40.18,0,400,13470,21332,937.386,1.98,2.06,13.61,2.123,0.048,3809,0
54953,1654715998,27.02,39.67,0,400,13463,21320,937.373,1.91,1.98,13.11,2.045,0.046,3811,0
54955,1654716000,27.12,39.39,0,400,13417,21290,937.366,1.83,1.9,12.57,1.959,0.044,3813,0
54957,1654716002,27.12,39.78,0,400,13419,21322,937.376,1.7,1.76,11.69,1.823,0.041,3815,0
54959,1654716004,27.23,39.64,0,400,13444,21360,937.372,1.62,1.68,11.13,1.736,0.039,3817,0
54961,1654716006,27.27,39.43,0,400,13434,21376,937.386,1.61,1.67,11.09,1.73,0.039,3819,0
54963,1654716008,27.26,39.3,0,400,13429,21375,937.406,1.59,1.65,10.92,1.703,0.038,3821,0
54965,1654716010,27.32,39.25,0,400,13430,21390,937.406,1.51,1.57,10.39,1.621,0.037,3823,0
54967,1654716012,27.32,39.16,0,400,13430,21401,937.4,1.48,1.54,10.18,1.587,0.036,3825,0
54969,1654716014,27.38,39.1,0,400,13421,21385,937.408,1.51,1.57,10.39,1.62,0.037,3827,0
54971,1654716016,27.38,39.11,0,400,13416,21377,937.415,1.52,1.58,10.49,1.635,0.037,3829,0
54973,1654716018,27.41,39.09,0,400,13403,21356,937.434,1.48,1.54,10.17,1.586,0.036,3831,0
54975,1654716020,26.05,39.26,0,400,13371,21312,937.429,1.45,1.51,10.01,1.562,0.035,3833,0
54977,1654716022,25.37,41.78,0,400,13348,21273,937.407,1.51,1.56,10.37,1.616,0.037,3835,0
54979,1654716024,25.13,43.54,0,400,13338,21248,937.386,1.5,1.56,10.34,1.612,0.036,3837,0
54981,1654716026,24.99,44.55,0,400,13335,21240,937.363,1.55,1.61,10.66,1.663,0.038,3839,0
54983,1654716028,24.87,45.12,0,400,13316,21193,937.354,1.58,1.64,10.86,1.694,0.038,3841,0
54985,1654716030,24.79,45.37,0,400,13311,21173,937.343,1.59,1.65,10.94,1.706,0.039,3843,0
54987,1654716032,24.75,45.55,0,400,13298,21178,937.325,1.58,1.65,10.91,1.701,0.038,3845,0
54989,1654716034,24.68,45.89,0,400,13283,21154,937.3,1.6,1.66,10.99,1.714,0.039,3847,0
54991,1654716036,24.61,46.0,0,400,13280,21146,937.278,1.65,1.71,11.34,1.768,0.04,3849,0
54993,1654716038,24.55,46.2,11,400,13270,21145,937.228,1.7,1.76,11.68,1.821,0.041,3851,0
54995,1654716040,24.52,46.31,0,400,13270,21141,937.174,1.73,1.8,11.91,1.857,0.042,3853,0
54997,1654716042,24.48,46.41,16,400,13261,21132,937.131,1.76,1.83,12.12,1.89,0.043,3855,0
54999,1654716044,24.45,46.54,39,400,13261,21120,937.08,1.85,1.92,12.7,1.981,0.045,3857,0
55001,1654716046,24.41,46.59,63,400,13230,21097,937.064,1.91,1.98,13.13,2.047,0.046,3859,0
55003,1654716048,24.4,46.64,72,400,13206,21081,937.056,1.98,2.06,13.62,2.124,0.048,3861,0
55005,1654716050,25.78,46.69,73,400,13215,21080,937.037,2.0,2.07,13.73,2.142,0.048,3863,0
55007,1654716052,26.35,44.76,95,400,13186,21052,937.048,1.96,2.03,13.47,2.101,0.047,3865,0
55009,1654716054,26.56,43.35,141,400,13180,21016,937.035,1.95,2.02,13.41,2.092,0.047,3867,0
55011,1654716056,26.71,42.43,168,400,13177,20989,937.015,1.9,1.97,13.05,2.036,0.046,3869,0
55013,1654716058,26.8,41.78,166,400,13172,20982,937.021,1.83,1.9,12.57,1.96,0.044,3871,0
55015,1654716060,26.91,41.38,182,400,13163,20962,937.034,1.77,1.84,12.18,1.899,0.043,3873,0
55017,1654716062,26.98,41.0,181,400,13177,20964,937.047,1.8,1.87,12.4,1.934,0.044,3875,0
55019,1654716064,27.02,40.77,169,400,13195,20978,937.053,1.81,1.88,12.47,1.944,0.044,3877,0
55021,1654716066,27.11,40.58,166,400,13204,20984,937.056,1.81,1.88,12.48,1.946,0.044,3879,0
55023,1654716068,27.12,40.46,158,400,13213,20993,937.05,1.88,1.95,12.95,2.019,0.046,3881,0
55025,1654716070,27.18,40.33,160,400,13225,20991,937.052,1.9,1.97,13.07,2.038,0.046,3883,0
55027,1654716072,27.22,40.21,155,400,13220,20988,937.048,1.9,1.97,13.04,2.034,0.046,3885,0
55029,1654716074,27.26,40.16,169,400,13215,20985,937.06,1.92,1.99,13.21,2.059,0.047,3887,0
55031,1654716076,27.29,40.09,171,400,13216,20986,937.064,1.9,1.98,13.1,2.042,0.046,3889,0
55033,1654716078,27.34,40.02,155,400,13266,21006,937.064,1.88,1.95,12.92,2.015,0.046,3891,0
55035,1654716080,26.02,39.53,107,400,13311,21035,937.042,1.81,1.88,12.48,1.947,0.044,3893,0
55037,1654716082,25.37,40.55,26,400,13398,21142,937.042,1.73,1.8,11.9,1.855,0.042,3895,0
55039,1654716084,25.1,41.41,0,400,13455,21223,937.043,1.66,1.72,11.41,1.779,0.04,3897,0
55041,1654716086,24.92,41.98,0,400,13482,21264,937.029,1.58,1.65,10.91,1.701,0.038,3899,0
55043,1654716088,24.79,42.43,0,400,13189,21214,937.024,1.63,1.69,11.21,1.748,0.039,3901,0
55045,1654716090,24.75,44.08,228,529,12729,20930,937.014,1.69,1.75,11.63,1.813,0.041,3903,0
55047,1654716092,24.68,46.26,339,733,12617,20815,937.013,1.74,1.81,11.97,1.866,0.042,3905,0
55049,1654716094,24.64,47.01,455,902,12532,20699,937.0,1.75,1.82,12.08,1.883,0.043,3907,0
55051,1654716096,24.57,50.08,512,892,12547,20643,937.006,1.68,1.74,11.53,1.798,0.041,3909,0
55053,1654716098,24.51,49.81,331,400,12876,20822,937.009,1.66,1.72,11.39,1.777,0.04,3911,0
55055,1654716100,24.44,48.01,188,400,13098,20951,937.006,1.64,1.7,11.29,1.761,0.04,3913,0
55057,1654716102,24.33,47.0,112,400,13231,21042,937.013,1.67,1.74,11.5,1.793,0.04,3915,0
55059,1654716104,24.33,47.62,83,400,13299,21082,937.008,1.67,1.74,11.51,1.795,0.041,3917,0
55061,1654716106,24.36,51.65,95,400,13281,21063,937.029,1.76,1.83,12.11,1.888,0.043,3919,0
55063,1654716108,24.4,53.35,170,400,13293,20989,937.035,1.84,1.91,12.64,1.97,0.045,3921,0
55065,1654716110,25.78,56.18,178,400,13294,20965,937.049,1.85,1.92,12.71,1.982,0.045,3923,0
55067,1654716112,26.39,57.77,185,400,13229,20961,937.05,1.8,1.87,12.4,1.934,0.044,3925,0
55069,1654716114,26.69,58.3,291,400,12968,20859,937.061,1.66,1.73,11.44,1.784,0.04,3927,0
55071,1654716116,27.05,59.64,404,400,13007,20754,937.072,1.53,1.59,10.51,1.64,0.037,3929,0
55073,1654716118,27.15,59.99,461,400,12988,20690,937.085,1.41,1.47,9.72,1.515,0.034,3931,0
55075,1654716120,27.36,60.43,494,400,12991,20647,937.09,1.31,1.36,9.04,1.409,0.032,3933,0
55077,1654716122,27.52,60.69,523,400,13029,20625,937.06,1.23,1.28,8.48,1.322,0.03,3935,0
55079,1654716124,27.61,60.87,546,400,13056,20614,937.064,1.19,1.23,8.16,1.273,0.029,3937,0
55081,1654716126,27.69,61.09,578,400,13084,20577,937.052,1.19,1.24,8.22,1.282,0.029,3939,0
55083,1654716128,27.81,61.92,596,400,13115,20553,937.065,1.15,1.19,7.9,1.232,0.028,3941,0
55085,1654716130,27.88,62.35,607,400,13153,20529,937.087,1.05,1.09,7.24,1.13,0.026,3943,0
55087,1654716132,27.94,62.59,635,400,13188,20517,937.092,1.02,1.06,7.01,1.094,0.025,3945,0
55089,1654716134,28.0,62.65,637,400,13208,20500,937.085,0.99,1.03,6.83,1.066,0.024,3947,0
55091,1654716136,28.22,62.39,666,400,13223,20487,937.074,0.96,1.0,6.63,1.034,0.023,3949,0
55093,1654716138,28.27,62.22,681,400,13238,20459,937.08,0.9,0.93,6.17,0.962,0.022,3951,0
55095,1654716140,27.06,62.55,785,400,13241,20423,937.073,0.88,0.91,6.05,0.944,0.021,3953,0
55097,1654716142,26.46,65.2,843,400,13259,20406,937.076,0.87,0.9,5.98,0.932,0.021,3955,0
55099,1654716144,26.29,67.45,837,400,13263,20409,937.07,0.84,0.87,5.78,0.901,0.02,3957,0
55101,1654716146,26.18,69.08,954,400,13289,20390,937.061,0.81,0.84,5.58,0.87,0.02,3959,0
55103,1654716148,26.08,70.16,925,400,13307,20391,937.068,0.78,0.82,5.4,0.842,0.019,3961,0
55105,1654716150,26.05,71.04,933,400,13323,20382,937.081,0.79,0.82,5.42,0.845,0.019,3963,0
55107,1654716152,26.05,71.94,1061,400,13330,20352,937.097,0.78,0.81,5.4,0.841,0.019,3965,0
55109,1654716154,26.05,72.55,1170,400,13340,20329,937.091,0.81,0.84,5.58,0.869,0.02,3967,0
55111,1654716156,26.02,72.9,1260,400,13346,20312,937.089,0.82,0.86,5.68,0.885,0.02,3969,0
55113,1654716158,26.02,73.14,1295,400,13338,20296,937.087,0.88,0.91,6.05,0.943,0.021,3971,0
55115,1654716160,26.06,73.52,1417,400,13352,20283,937.078,0.92,0.96,6.35,0.99,0.022,3973,0
55117,1654716162,26.12,73.87,1425,400,13371,20268,937.069,0.94,0.98,6.47,1.009,0.023,3975,0
55119,1654716164,26.16,74.34,1410,400,13381,20267,937.067,0.9,0.93,6.16,0.961,0.022,3977,0
55121,1654716166,26.18,75.08,1456,400,13400,20262,937.074,0.81,0.84,5.55,0.865,0.02,3979,0
55123,1654716168,26.33,74.89,1511,400,13398,20245,937.077,0.73,0.76,5.04,0.786,0.018,3981,0
55125,1654716170,27.7,74.47,1525,400,13410,20240,937.084,0.69,0.72,4.77,0.743,0.017,3983,0
55127,1654716172,28.35,71.55,1601,400,13418,20227,937.087,0.67,0.69,4.58,0.714,0.016,3985,0
55129,1654716174,28.63,69.13,1657,400,13425,20202,937.058,0.65,0.67,4.47,0.697,0.016,3987,0
55131,1654716176,28.87,67.64,1706,400,13429,20190,937.056,0.67,0.7,4.63,0.722,0.016,3989,0
55133,1654716178,29.1,66.79,1816,400,13416,20168,937.054,0.73,0.76,5.01,0.782,0.018,3991,0
55135,1654716180,29.24,66.39,1791,400,13410,20170,937.053,0.77,0.8,5.3,0.826,0.019,3993,0
55137,1654716182,29.41,66.08,1835,400,13422,20166,937.045,0.82,0.85,5.65,0.881,0.02,3995,0
55139,1654716184,29.61,65.73,1998,400,13399,20116,937.05,0.84,0.88,5.81,0.907,0.02,3997,0
55141,1654716186,29.74,65.09,1982,400,13380,20112,937.031,0.83,0.86,5.72,0.893,0.02,3999,0
55143,1654716188,29.85,64.75,2187,400,13363,20077,937.026,0.78,0.81,5.34,0.833,0.019,4001,0
55145,1654716190,29.97,64.22,2099,400,13370,20088,937.023,0.7,0.73,4.82,0.751,0.017,4003,0
55147,1654716192,30.1,63.79,2137,400,13358,20076,937.037,0.64,0.66,4.38,0.683,0.015,4005,0
55149,1654716194,30.21,63.24,2126,400,13360,20092,937.043,0.61,0.63,4.2,0.655,0.015,4007,0
55151,1654716196,30.32,62.39,2178,400,13332,20064,937.035,0.61,0.63,4.18,0.651,0.015,4009,0
55153,1654716198,30.41,61.42,2227,400,13354,20061,937.019,0.61,0.63,4.21,0.656,0.015,4011,0
55155,1654716200,29.27,61.03,2306,400,13350,20042,937.018,0.61,0.63,4.19,0.653,0.015,4013,0
55157,1654716202,28.63,63.2,2285,400,13357,20050,937.01,0.64,0.66,4.4,0.685,0.015,4015,0
55159,1654716204,28.53,64.89,2344,400,13353,20033,936.998,0.64,0.67,4.41,0.687,0.016,4017,0
55161,1654716206,28.45,66.38,2432,400,13360,20011,936.995,0.64,0.66,4.37,0.682,0.015,4019,0
55163,1654716208,28.38,65.8,2373,400,13374,20022,937.007,0.6,0.63,4.16,0.648,0.015,4021,0
55165,1654716210,28.39,62.22,2323,400,13372,20036,936.996,0.63,0.65,4.31,0.672,0.015,4023,0
55167,1654716212,28.39,60.17,2258,400,13401,20055,936.985,0.64,0.67,4.44,0.692,0.016,4025,0
55169,1654716214,28.39,58.6,2270,400,13388,20052,936.969,0.71,0.74,4.91,0.766,0.017,4027,0
55171,1654716216,28.6,60.09,2337,400,13400,20032,936.948,0.77,0.8,5.28,0.823,0.019,4029,0
55173,1654716218,28.63,60.64,2421,400,13385,20009,936.938,0.89,0.92,6.11,0.952,0.022,4031,0
55175,1654716220,28.7,61.31,2522,400,13382,19985,936.945,0.95,0.99,6.53,1.018,0.023,4033,0
55177,1654716222,28.69,61.63,2362,400,13386,20025,936.937,0.96,0.99,6.58,1.025,0.023,4035,0
55179,1654716224,28.7,61.47,2296,400,13381,20046,936.942,0.91,0.95,6.28,0.979,0.022,4037,0
55181,1654716226,28.72,60.88,2402,400,13354,20017,936.924,1.05,1.09,7.23,1.128,0.025,4039,0
55183,1654716228,28.75,61.13,2486,400,13350,19993,936.923,1.06,1.1,7.31,1.14,0.026,4041,0
55185,1654716230,30.18,61.77,2494,400,13354,19996,936.921,1.03,1.07,7.11,1.109,0.025,4043,0
55187,1654716232,30.86,59.68,2534,400,13354,19985,936.928,0.95,0.99,6.55,1.022,0.023,4045,0
55189,1654716234,31.19,57.91,2678,400,13340,19941,936.948,0.85,0.88,5.83,0.909,0.021,4047,0
55191,1654716236,31.6,56.1,2754,400,13312,19929,936.938,0.79,0.82,5.46,0.852,0.019,4049,0
55193,1654716238,31.72,54.98,2643,400,13313,19954,936.931,0.77,0.8,5.31,0.829,0.019,4051,0
55195,1654716240,31.91,54.43,2701,400,13305,19939,936.931,0.81,0.84,5.54,0.864,0.02,4053,0
55197,1654716242,32.06,54.08,2681,400,13316,19943,936.939,0.79,0.83,5.47,0.853,0.019,4055,0
55199,1654716244,32.2,53.73,2796,400,13307,19917,936.943,0.76,0.79,5.2,0.811,0.018,4057,0
55201,1654716246,32.35,53.41,2792,400,13298,19915,936.958,0.71,0.74,4.89,0.762,0.017,4059,0
55203,1654716248,32.47,53.1,2840,400,13302,19902,936.969,0.66,0.68,4.51,0.703,0.016,4061,0
55205,1654716250,32.66,52.74,2942,400,13295,19876,936.964,0.61,0.63,4.19,0.654,0.015,4063,0
55207,1654716252,32.75,52.5,2942,400,13316,19884,936.97,0.6,0.62,4.12,0.642,0.015,4065,0
55209,1654716254,32.88,52.06,2957,400,13320,19871,936.961,0.59,0.61,4.05,0.632,0.014,4067,0
55211,1654716256,33.05,51.86,2988,400,13308,19856,936.962,0.56,0.58,3.83,0.597,0.013,4069,0
55213,1654716258,33.21,51.22,3101,400,13289,19841,936.969,0.52,0.54,3.55,0.554,0.013,4071,0
55215,1654716260,32.04,51.17,3243,400,13250,19796,936.972,0.46,0.47,3.14,0.49,0.011,4073,0
