,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
52146,1654713191,29.12,40.81,79,400,12785,20666,937.512,2.05,2.13,14.14,2.204,0.05,1004,0
52148,1654713193,29.14,40.71,74,400,12789,20677,937.532,1.99,2.07,13.69,2.134,0.048,1006,0
52150,1654713195,29.2,40.64,74,400,12792,20675,937.542,1.99,2.07,13.69,2.135,0.048,1008,0
52152,1654713197,29.22,40.51,66,400,12795,20673,937.53,2.03,2.11,13.98,2.18,0.049,1010,0
52154,1654713199,29.24,40.46,60,400,12791,20682,937.525,2.07,2.15,14.23,2.219,0.05,1012,0
52156,1654713201,27.39,41.43,96,424,12770,20660,937.521,2.09,2.17,14.36,2.239,0.051,1014,0
52158,1654713203,27.05,43.35,79,408,12776,20658,937.528,2.11,2.2,14.54,2.267,0.051,1016,0
52160,1654713205,26.83,44.5,74,404,12783,20672,937.538,2.23,2.31,15.33,2.391,0.054,1018,0
52162,1654713207,26.68,45.2,67,400,12779,20669,937.526,2.26,2.35,15.56,2.427,0.055,1020,0
52164,1654713209,26.57,45.69,75,400,12781,20669,937.539,2.24,2.33,15.45,2.409,0.054,1022,0
52166,1654713211,26.48,46.01,68,400,12785,20675,937.534,2.21,2.3,15.24,2.376,0.054,1024,0
52168,1654713213,26.41,46.27,66,400,12790,20675,937.537,2.14,2.22,14.7,2.292,0.052,1026,0
52170,1654713215,26.35,46.52,71,400,12786,20682,937.546,2.08,2.16,14.31,2.232,0.05,1028,0
52172,1654713217,26.27,46.66,67,400,12783,20674,937.523,2.0,2.08,13.79,2.15,0.049,1030,0
52174,1654713219,26.23,46.86,72,400,12785,20680,937.492,1.92,1.99,13.19,2.057,0.046,1032,0
52176,1654713221,26.16,46.95,87,400,12784,20661,937.452,1.85,1.92,12.73,1.985,0.045,1034,0
52178,1654713223,26.15,47.07,89,400,12785,20657,937.447,1.84,1.91,12.63,1.97,0.044,1036,0
52180,1654713225,26.09,47.21,71,400,12782,20672,937.457,1.81,1.88,12.45,1.941,0.044,1038,0
52182,1654713227,26.06,47.3,70,400,12787,20679,937.469,1.85,1.92,12.75,1.987,0.045,1040,0
52184,1654713229,26.03,47.38,66,400,12787,20677,937.474,1.87,1.94,12.85,2.004,0.045,1042,0
52186,1654713231,27.91,46.3,46,400,12801,20701,937.472,1.91,1.99,13.16,2.051,0.046,1044,0
52188,1654713233,28.25,44.36,49,400,12792,20687,937.487,1.94,2.01,13.34,2.079,0.047,1046,0
52190,1654713235,28.45,43.14,70,400,12794,20684,937.5,1.98,2.06,13.64,2.126,0.048,1048,0
52192,1654713237,28.59,42.41,57,400,12794,20680,937.496,2.01,2.09,13.81,2.154,0.049,1050,0
52194,1654713239,28.7,41.95,53,400,12794,20686,937.492,1.99,2.07,13.69,2.136,0.048,1052,0
52196,1654713241,28.8,41.63,55,400,12790,20690,937.498,1.95,2.03,13.42,2.093,0.047,1054,0
52198,1654713243,28.88,41.42,58,400,12790,20680,937.5,1.89,1.96,12.97,2.023,0.046,1056,0
52200,1654713245,28.91,41.23,60,400,12781,20674,937.499,1.88,1.95,12.91,2.014,0.045,1058,0
52202,1654713247,29.0,41.07,65,400,12793,20676,937.52,1.88,1.96,12.97,2.023,0.046,1060,0
52204,1654713249,29.03,40.94,72,400,12785,20663,937.505,1.92,2.0,13.23,2.063,0.047,1062,0
52206,1654713251,29.08,40.88,80,400,12788,20665,937.511,1.96,2.03,13.46,2.098,0.047,1064,0
52208,1654713253,29.1,40.77,98,400,12782,20650,937.515,1.95,2.03,13.45,2.098,0.047,1066,0
52210,1654713255,29.15,40.73,78,400,12789,20658,937.511,1.88,1.95,12.94,2.018,0.046,1068,0
52212,1654713257,29.18,40.56,83,400,12782,20646,937.493,1.93,2.0,13.26,2.068,0.047,1070,0
52214,1654713259,29.2,40.57,92,400,12788,20652,937.504,2.02,2.09,13.87,2.163,0.049,1072,0
52216,1654713261,27.33,41.57,120,427,12763,20614,937.514,2.14,2.22,14.73,2.297,0.052,1074,0
52218,1654713263,26.98,43.5,123,422,12770,20616,937.509,2.2,2.29,15.14,2.361,0.053,1076,0
52220,1654713265,26.8,44.61,95,404,12775,20632,937.516,2.18,2.26,14.99,2.337,0.053,1078,0
52222,1654713267,26.63,45.31,85,404,12783,20648,937.508,2.16,2.24,14.85,2.315,0.052,1080,0
52224,1654713269,26.5,45.78,86,400,12783,20659,937.509,2.29,2.38,15.75,2.456,0.055,1082,0
52226,1654713271,26.44,46.15,100,404,12774,20640,937.504,2.38,2.47,16.37,2.553,0.058,1084,0
52228,1654713273,26.35,46.41,104,405,12781,20641,937.503,2.38,2.47,16.35,2.55,0.058,1086,0
52230,1654713275,26.29,46.61,113,411,12769,20629,937.508,2.41,2.5,16.58,2.586,0.058,1088,0
52232,1654713277,26.23,46.83,121,408,12776,20614,937.508,2.46,2.56,16.96,2.645,0.06,1090,0
52234,1654713279,26.16,46.96,116,415,12776,20626,937.498,2.41,2.5,16.57,2.584,0.058,1092,0
52236,1654713281,26.1,47.07,114,400,12783,20632,937.508,2.37,2.46,16.3,2.542,0.057,1094,0
52238,1654713283,26.08,47.19,110,400,12777,20626,937.511,2.37,2.46,16.3,2.542,0.057,1096,0
52240,1654713285,26.05,47.29,101,400,12785,20642,937.51,2.32,2.41,15.95,2.487,0.056,1098,0
52242,1654713287,26.02,47.42,116,401,12782,20634,937.523,2.18,2.27,15.03,2.344,0.053,1100,0
52244,1654713289,25.99,47.52,99,400,12787,20646,937.524,2.13,2.21,14.64,2.283,0.052,1102,0
52246,1654713291,27.87,46.36,86,400,12801,20665,937.532,2.11,2.19,14.49,2.26,0.051,1104,0
52248,1654713293,28.18,44.44,93,400,12796,20650,937.536,2.07,2.15,14.27,2.225,0.05,1106,0
52250,1654713295,28.42,43.24,108,400,12790,20633,937.531,2.03,2.11,13.95,2.175,0.049,1108,0
52252,1654713297,28.55,42.54,106,400,12791,20630,937.522,1.97,2.04,13.54,2.111,0.048,1110,0
52254,1654713299,28.65,42.04,93,400,12795,20646,937.511,1.92,1.99,13.18,2.056,0.046,1112,0
52256,1654713301,28.75,41.71,94,400,12784,20648,937.496,1.91,1.98,13.15,2.051,0.046,1114,0
52258,1654713303,28.83,41.48,98,400,12784,20635,937.483,1.92,1.99,13.21,2.06,0.047,1116,0
52260,1654713305,28.9,41.31,96,400,12786,20650,937.485,1.88,1.95,12.94,2.018,0.046,1118,0
52262,1654713307,28.98,41.16,100,400,12784,20637,937.491,1.84,1.91,12.68,1.978,0.045,1120,0
52264,1654713309,29.01,40.97,89,400,12786,20652,937.468,1.75,1.82,12.04,1.878,0.042,1122,0
52266,1654713311,29.04,40.92,101,400,12785,20631,937.487,1.7,1.77,11.71,1.826,0.041,1124,0
52268,1654713313,29.08,40.87,98,400,12779,20627,937.482,1.63,1.7,11.24,1.753,0.04,1126,0
52270,1654713315,29.11,40.72,112,400,12788,20633,937.498,1.57,1.63,10.78,1.681,0.038,1128,0
52272,1654713317,29.14,40.63,94,400,12786,20639,937.5,1.55,1.61,10.7,1.668,0.038,1130,0
52274,1654713319,29.2,40.59,101,400,12788,20629,937.509,1.64,1.71,11.32,1.765,0.04,1132,0
52276,1654713321,27.33,41.59,115,412,12768,20612,937.505,1.73,1.79,11.88,1.852,0.042,1134,0
52278,1654713323,26.98,43.45,103,413,12774,20630,937.494,1.78,1.85,12.25,1.911,0.043,1136,0
52280,1654713325,26.77,44.63,96,403,12780,20650,937.493,1.82,1.89,12.55,1.957,0.044,1138,0
52282,1654713327,26.61,45.32,91,400,12784,20653,937.486,1.89,1.97,13.02,2.03,0.046,1140,0
52284,1654713329,26.51,45.82,90,400,12782,20649,937.474,1.97,2.05,13.57,2.116,0.048,1142,0
52286,1654713331,26.41,46.17,92,400,12784,20649,937.467,2.0,2.08,13.75,2.144,0.048,1144,0
52288,1654713333,26.35,46.4,95,400,12780,20652,937.466,1.97,2.05,13.56,2.114,0.048,1146,0
52290,1654713335,26.29,46.59,98,400,12781,20628,937.476,1.99,2.07,13.72,2.14,0.048,1148,0
52292,1654713337,26.18,46.85,104,400,12786,20627,937.483,2.03,2.11,14.0,2.183,0.049,1150,0
52294,1654713339,26.16,46.96,117,401,12780,20621,937.487,1.98,2.06,13.63,2.125,0.048,1152,0
52296,1654713341,26.1,47.12,107,400,12779,20629,937.475,1.92,1.99,13.21,2.059,0.047,1154,0
52298,1654713343,26.06,47.28,123,401,12775,20614,937.487,1.9,1.97,13.07,2.039,0.046,1156,0
52300,1654713345,26.0,47.38,121,401,12774,20610,937.466,1.91,1.98,13.13,2.048,0.046,1158,0
52302,1654713347,25.99,47.47,120,400,12778,20606,937.468,1.92,1.99,13.18,2.055,0.046,1160,0
52304,1654713349,25.93,47.59,122,402,12778,20619,937.462,1.93,2.0,13.26,2.068,0.047,1162,0
52306,1654713351,27.82,46.44,102,400,12799,20630,937.494,1.9,1.97,13.06,2.037,0.046,1164,0
52308,1654713353,28.18,44.52,105,400,12795,20630,937.504,1.88,1.96,12.96,2.021,0.046,1166,0
52310,1654713355,28.33,43.3,113,400,12786,20631,937.501,1.84,1.91,12.66,1.974,0.045,1168,0
52312,1654713357,28.52,42.54,94,400,12785,20635,937.491,1.8,1.88,12.42,1.937,0.044,1170,0
52314,1654713359,28.63,42.09,105,400,12782,20628,937.497,1.82,1.89,12.53,1.954,0.044,1172,0
52316,1654713361,28.73,41.75,107,400,12786,20633,937.5,1.78,1.85,12.24,1.909,0.043,1174,0
52318,1654713363,28.79,41.57,89,400,12788,20638,937.488,1.83,1.9,12.62,1.967,0.044,1176,0
52320,1654713365,28.87,41.36,95,400,12781,20647,937.489,1.85,1.93,12.76,1.99,0.045,1178,0
52322,1654713367,28.93,41.19,87,400,12791,20647,937.486,1.89,1.97,13.03,2.032,0.046,1180,0
52324,1654713369,28.97,41.06,76,400,12782,20654,937.486,1.91,1.99,13.17,2.053,0.046,1182,0
52326,1654713371,29.01,40.95,71,400,12792,20671,937.49,1.98,2.05,13.6,2.121,0.048,1184,0
52328,1654713373,29.07,40.83,81,400,12791,20664,937.493,1.98,2.05,13.6,2.121,0.048,1186,0
52330,1654713375,29.1,40.79,71,400,12787,20654,937.492,1.94,2.02,13.36,2.083,0.047,1188,0
52332,1654713377,29.15,40.72,89,400,12786,20656,937.481,1.91,1.99,13.15,2.051,0.046,1190,0
52334,1654713379,29.16,40.63,83,400,12788,20647,937.476,1.86,1.93,12.78,1.994,0.045,1192,0
52336,1654713381,27.3,41.63,106,426,12769,20627,937.461,1.89,1.96,12.98,2.025,0.046,1194,0
52338,1654713383,26.92,43.55,117,417,12771,20616,937.47,2.03,2.11,14.0,2.183,0.049,1196,0
52340,1654713385,26.75,44.65,109,404,12774,20621,937.458,2.08,2.16,14.29,2.229,0.05,1198,0
52342,1654713387,26.58,45.38,112,406,12775,20634,937.46,2.06,2.14,14.2,2.215,0.05,1200,0
52344,1654713389,26.48,45.82,97,401,12781,20641,937.477,2.08,2.16,14.31,2.232,0.05,1202,0
52346,1654713391,26.4,46.14,94,400,12780,20628,937.482,2.13,2.22,14.68,2.289,0.052,1204,0
52348,1654713393,26.32,46.45,93,400,12782,20648,937.504,2.17,2.26,14.96,2.333,0.053,1206,0
52350,1654713395,26.26,46.63,100,400,12788,20650,937.511,2.18,2.26,15.0,2.339,0.053,1208,0
52352,1654713397,26.19,46.83,89,400,12786,20642,937.517,2.17,2.25,14.93,2.328,0.053,1210,0
52354,1654713399,26.13,46.97,86,400,12783,20649,937.512,2.13,2.22,14.68,2.29,0.052,1212,0
52356,1654713401,26.1,47.05,76,400,12788,20659,937.506,2.07,2.15,14.25,2.223,0.05,1214,0
52358,1654713403,26.06,47.21,81,401,12780,20643,937.493,1.94,2.02,13.39,2.087,0.047,1216,0
52360,1654713405,25.99,47.3,81,400,12783,20652,937.498,1.86,1.93,12.77,1.992,0.045,1218,0
52362,1654713407,25.98,47.45,67,400,12788,20663,937.485,1.8,1.87,12.36,1.927,0.044,1220,0
52364,1654713409,25.93,47.53,66,400,12787,20664,937.491,1.76,1.83,12.13,1.891,0.043,1222,0
52366,1654713411,27.81,46.39,48,400,12805,20678,937.487,1.82,1.89,12.52,1.952,0.044,1224,0
52368,1654713413,28.15,44.54,58,400,12802,20673,937.501,1.91,1.99,13.15,2.051,0.046,1226,0
52370,1654713415,28.35,43.27,66,400,12796,20667,937.494,2.03,2.11,13.97,2.178,0.049,1228,0
52372,1654713417,28.5,42.57,70,400,12794,20662,937.499,2.1,2.18,14.45,2.254,0.051,1230,0
52374,1654713419,28.6,42.13,64,400,12794,20659,937.493,2.08,2.16,14.34,2.236,0.051,1232,0
52376,1654713421,28.7,41.79,76,400,12791,20660,937.492,2.15,2.23,14.8,2.308,0.052,1234,0
52378,1654713423,28.79,41.53,71,400,12786,20655,937.496,2.24,2.32,15.4,2.401,0.054,1236,0
52380,1654713425,28.86,41.34,76,400,12790,20659,937.505,2.33,2.42,16.05,2.503,0.057,1238,0
52382,1654713427,28.9,41.22,75,400,12792,20662,937.503,2.4,2.49,16.52,2.577,0.058,1240,0
52384,1654713429,28.97,41.1,75,400,12796,20671,937.489,2.48,2.57,17.06,2.66,0.06,1242,0
52386,1654713431,29.03,40.99,63,400,12795,20669,937.487,2.48,2.58,17.08,2.663,0.06,1244,0
52388,1654713433,29.04,40.95,83,400,12785,20641,937.475,2.42,2.52,16.66,2.598,0.059,1246,0
52390,1654713435,29.1,40.79,81,400,12785,20659,937.475,2.38,2.47,16.39,2.556,0.058,1248,0
52392,1654713437,29.12,40.74,64,400,12785,20662,937.494,2.38,2.47,16.39,2.556,0.058,1250,0
52394,1654713439,29.15,40.65,67,400,12784,20658,937.492,2.34,2.44,16.13,2.515,0.057,1252,0
52396,1654713441,27.27,41.66,92,415,12771,20641,937.478,2.29,2.38,15.78,2.46,0.056,1254,0
52398,1654713443,26.91,43.51,78,408,12778,20654,937.479,2.21,2.29,15.18,2.368,0.053,1256,0
52400,1654713445,26.72,44.64,62,400,12781,20666,937.472,2.15,2.23,14.81,2.309,0.052,1258,0
52402,1654713447,26.58,45.36,75,400,12782,20653,937.467,2.06,2.14,14.15,2.206,0.05,1260,0
52404,1654713449,26.46,45.83,62,400,12787,20672,937.468,1.96,2.04,13.49,2.103,0.047,1262,0
52406,1654713451,26.37,46.18,73,400,12786,20667,937.46,1.85,1.92,12.75,1.987,0.045,1264,0
52408,1654713453,26.3,46.46,77,400,12784,20661,937.464,1.77,1.84,12.19,1.901,0.043,1266,0
52410,1654713455,26.2,46.7,61,400,12786,20668,937.461,1.79,1.86,12.31,1.919,0.043,1268,0
52412,1654713457,26.16,46.86,74,400,12788,20664,937.458,2.07,2.15,14.24,2.221,0.05,1270,0
52414,1654713459,26.13,46.99,90,400,12777,20635,937.456,2.19,2.27,15.04,2.345,0.053,1272,0
52416,1654713461,26.06,47.16,108,408,12778,20634,937.469,2.22,2.31,15.29,2.385,0.054,1274,0
52418,1654713463,25.99,47.21,89,400,12784,20635,937.462,2.19,2.28,15.08,2.351,0.053,1276,0
52420,1654713465,25.99,47.38,92,400,12787,20641,937.462,2.17,2.25,14.93,2.329,0.053,1278,0
52422,1654713467,25.95,47.49,88,400,12781,20637,937.472,2.08,2.16,14.29,2.229,0.05,1280,0
52424,1654713469,25.92,47.57,103,400,12784,20632,937.482,1.93,2.01,13.31,2.075,0.047,1282,0
52426,1654713471,27.78,46.46,94,400,12790,20631,937.47,1.84,1.91,12.64,1.971,0.045,1284,0
52428,1654713473,28.12,44.58,86,400,12796,20648,937.485,1.79,1.86,12.33,1.923,0.043,1286,0
52430,1654713475,28.33,43.4,85,400,12799,20649,937.49,1.75,1.82,12.05,1.879,0.042,1288,0
52432,1654713477,28.48,42.63,71,400,12790,20651,937.485,1.73,1.8,11.89,1.854,0.042,1290,0
52434,1654713479,28.59,42.18,83,400,12786,20644,937.46,1.67,1.74,11.5,1.794,0.041,1292,0
52436,1654713481,28.67,41.79,85,400,12784,20645,937.468,1.63,1.69,11.2,1.746,0.039,1294,0
52438,1654713483,28.75,41.6,87,400,12789,20645,937.479,1.6,1.66,11.0,1.715,0.039,1296,0
52440,1654713485,28.83,41.39,77,400,12796,20656,937.47,1.57,1.63,10.82,1.687,0.038,1298,0
52442,1654713487,28.9,41.25,66,400,12797,20660,937.468,1.51,1.56,10.36,1.616,0.037,1300,0
52444,1654713489,28.93,41.13,72,400,12792,20662,937.47,1.48,1.54,10.2,1.59,0.036,1302,0
52446,1654713491,28.98,41.08,63,400,12791,20666,937.488,1.58,1.64,10.85,1.691,0.038,1304,0
52448,1654713493,29.03,40.94,60,400,12793,20666,937.49,1.64,1.71,11.3,1.762,0.04,1306,0
52450,1654713495,29.05,40.84,61,400,12793,20671,937.49,1.71,1.78,11.76,1.834,0.041,1308,0
52452,1654713497,29.08,40.76,62,400,12799,20665,937.495,1.74,1.8,11.95,1.864,0.042,1310,0
52454,1654713499,29.12,40.69,60,400,12791,20665,937.488,1.76,1.83,12.12,1.889,0.043,1312,0
52456,1654713501,27.23,41.74,91,413,12772,20636,937.484,1.68,1.74,11.55,1.8,0.041,1314,0
52458,1654713503,26.88,43.61,82,411,12777,20655,937.491,1.64,1.71,11.31,1.764,0.04,1316,0
52460,1654713505,26.69,44.72,62,400,12780,20667,937.489,1.61,1.68,11.11,1.733,0.039,1318,0
52462,1654713507,26.53,45.44,54,400,12786,20677,937.487,1.67,1.74,11.52,1.796,0.041,1320,0
52464,1654713509,26.41,45.92,82,400,12782,20644,937.487,1.79,1.86,12.3,1.918,0.043,1322,0
52466,1654713511,26.35,46.26,74,400,12785,20652,937.484,1.89,1.97,13.04,2.033,0.046,1324,0
52468,1654713513,26.26,46.55,61,400,12791,20661,937.477,1.99,2.07,13.71,2.138,0.048,1326,0
52470,1654713515,26.19,46.76,63,400,12784,20659,937.46,2.13,2.21,14.66,2.286,0.052,1328,0
52472,1654713517,26.13,46.91,63,400,12786,20668,937.464,2.25,2.34,15.52,2.42,0.055,1330,0
52474,1654713519,26.08,47.1,71,400,12788,20652,937.445,2.33,2.42,16.04,2.502,0.057,1332,0
52476,1654713521,26.06,47.24,62,400,12788,20667,937.454,2.34,2.43,16.12,2.514,0.057,1334,0
52478,1654713523,26.0,47.32,74,400,12786,20658,937.451,2.36,2.45,16.26,2.535,0.057,1336,0
52480,1654713525,25.98,47.43,79,400,12786,20652,937.455,2.35,2.45,16.2,2.526,0.057,1338,0
52482,1654713527,25.92,47.57,70,400,12783,20651,937.469,2.37,2.46,16.31,2.543,0.057,1340,0
52484,1654713529,25.89,47.63,71,400,12787,20650,937.475,2.34,2.43,16.13,2.515,0.057,1342,0
52486,1654713531,27.76,46.56,66,400,12798,20656,937.47,2.24,2.33,15.45,2.409,0.054,1344,0
52488,1654713533,28.11,44.63,66,400,12796,20658,937.477,2.17,2.25,14.91,2.324,0.052,1346,0
52490,1654713535,28.32,43.42,67,400,12794,20659,937.478,2.17,2.25,14.92,2.326,0.053,1348,0
52492,1654713537,28.46,42.67,52,400,12801,20671,937.478,2.11,2.19,14.53,2.265,0.051,1350,0
52494,1654713539,28.57,42.16,57,400,12799,20665,937.47,2.07,2.15,14.23,2.219,0.05,1352,0
52496,1654713541,28.67,41.83,75,400,12790,20656,937.485,2.07,2.15,14.23,2.219,0.05,1354,0
52498,1654713543,28.73,41.55,81,400,12787,20641,937.492,2.12,2.2,14.59,2.275,0.051,1356,0
52500,1654713545,28.79,41.39,71,400,12791,20660,937.479,2.14,2.22,14.71,2.293,0.052,1358,0
52502,1654713547,28.86,41.24,72,400,12790,20655,937.486,2.11,2.19,14.53,2.266,0.051,1360,0
52504,1654713549,28.91,41.14,69,400,12791,20664,937.473,2.04,2.12,14.01,2.185,0.049,1362,0
52506,1654713551,28.97,41.03,68,400,12791,20660,937.466,1.98,2.06,13.66,2.13,0.048,1364,0
52508,1654713553,29.03,40.94,80,400,12792,20661,937.473,1.96,2.04,13.49,2.104,0.048,1366,0
52510,1654713555,29.05,40.84,58,400,12797,20670,937.47,2.02,2.09,13.88,2.164,0.049,1368,0
52512,1654713557,29.08,40.75,65,400,12795,20668,937.469,1.98,2.06,13.64,2.127,0.048,1370,0
52514,1654713559,29.08,40.75,69,400,12787,20649,937.451,1.89,1.96,13.02,2.03,0.046,1372,0
52516,1654713561,27.2,41.77,107,424,12771,20619,937.454,1.84,1.91,12.68,1.977,0.045,1374,0
52518,1654713563,26.88,43.64,100,413,12778,20627,937.459,1.82,1.89,12.54,1.956,0.044,1376,0
52520,1654713565,26.67,44.75,88,400,12784,20632,937.451,1.79,1.86,12.3,1.918,0.043,1378,0
52522,1654713567,26.53,45.44,89,400,12782,20640,937.462,1.8,1.88,12.42,1.937,0.044,1380,0
52524,1654713569,26.4,45.95,103,403,12781,20620,937.457,1.78,1.85,12.24,1.908,0.043,1382,0
52526,1654713571,26.33,46.3,91,400,12785,20632,937.426,1.75,1.82,12.08,1.883,0.043,1384,0
52528,1654713573,26.23,46.6,95,400,12784,20634,937.427,1.75,1.81,12.01,1.873,0.042,1386,0
52530,1654713575,26.18,46.78,88,400,12785,20632,937.422,1.75,1.81,12.02,1.875,0.042,1388,0
52532,1654713577,26.09,46.98,92,400,12783,20632,937.421,1.75,1.82,12.07,1.883,0.043,1390,0
52534,1654713579,26.06,47.08,90,400,12787,20637,937.435,1.72,1.78,11.81,1.841,0.042,1392,0
52536,1654713581,26.02,47.25,102,403,12781,20621,937.455,1.76,1.83,12.12,1.89,0.043,1394,0
52538,1654713583,25.98,47.38,97,400,12779,20617,937.457,1.81,1.89,12.49,1.948,0.044,1396,0
52540,1654713585,25.92,47.46,85,400,12792,20640,937.461,1.85,1.92,12.72,1.984,0.045,1398,0
52542,1654713587,25.92,47.57,84,400,12789,20641,937.469,1.83,1.9,12.61,1.967,0.044,1400,0
52544,1654713589,25.88,47.66,76,400,12790,20644,937.466,1.81,1.88,12.47,1.944,0.044,1402,0
52546,1654713591,27.74,46.61,63,400,12803,20653,937.481,1.75,1.82,12.06,1.881,0.042,1404,0
52548,1654713593,28.09,44.69,75,400,12800,20660,937.475,1.68,1.75,11.58,1.806,0.041,1406,0
52550,1654713595,28.31,43.46,97,400,12793,20637,937.478,1.67,1.74,11.52,1.796,0.041,1408,0
52552,1654713597,28.42,42.67,100,400,12790,20625,937.472,1.74,1.81,11.97,1.866,0.042,1410,0
52554,1654713599,28.55,42.19,100,400,12789,20622,937.469,1.84,1.91,12.67,1.975,0.045,1412,0
52556,1654713601,28.63,41.89,95,400,12789,20628,937.48,1.91,1.98,13.13,2.048,0.046,1414,0
52558,1654713603,28.72,41.65,90,400,12789,20640,937.458,1.99,2.07,13.73,2.141,0.048,1416,0
52560,1654713605,28.79,41.42,75,400,12793,20645,937.466,2.1,2.19,14.48,2.258,0.051,1418,0
52562,1654713607,28.88,41.26,65,400,12796,20656,937.455,2.11,2.19,14.53,2.265,0.051,1420,0
52564,1654713609,28.9,41.16,70,400,12797,20667,937.458,2.08,2.16,14.32,2.233,0.05,1422,0
52566,1654713611,28.94,41.06,56,400,12792,20657,937.455,1.99,2.07,13.71,2.137,0.048,1424,0
52568,1654713613,29.0,40.99,50,400,12793,20667,937.468,1.92,2.0,13.22,2.062,0.047,1426,0
52570,1654713615,29.05,40.89,55,400,12794,20669,937.468,1.84,1.91,12.66,1.974,0.045,1428,0
52572,1654713617,29.04,40.82,62,400,12795,20672,937.455,1.71,1.77,11.74,1.831,0.041,1430,0
52574,1654713619,29.08,40.8,58,400,12791,20669,937.453,1.56,1.62,10.73,1.673,0.038,1432,0
52576,1654713621,27.19,41.82,98,420,12767,20630,937.451,1.51,1.57,10.42,1.625,0.037,1434,0
52578,1654713623,26.85,43.75,89,408,12765,20626,937.451,1.55,1.61,10.66,1.662,0.038,1436,0
52580,1654713625,26.67,44.83,88,410,12775,20631,937.457,1.61,1.67,11.06,1.725,0.039,1438,0
52582,1654713627,26.54,45.51,83,400,12784,20638,937.465,1.71,1.77,11.76,1.834,0.041,1440,0
52584,1654713629,26.39,45.98,91,404,12777,20634,937.464,1.76,1.83,12.11,1.889,0.043,1442,0
52586,1654713631,26.29,46.42,85,400,12784,20642,937.453,1.76,1.83,12.1,1.886,0.043,1444,0
52588,1654713633,26.2,46.63,87,400,12784,20627,937.432,1.77,1.84,12.19,1.901,0.043,1446,0
52590,1654713635,26.15,46.85,93,400,12784,20632,937.429,1.77,1.84,12.17,1.898,0.043,1448,0
52592,1654713637,26.09,47.08,96,400,12784,20631,937.442,1.7,1.76,11.68,1.821,0.041,1450,0
52594,1654713639,26.02,47.2,80,400,12784,20638,937.427,1.65,1.71,11.35,1.771,0.04,1452,0
52596,1654713641,25.98,47.35,85,408,12787,20646,937.432,1.64,1.7,11.29,1.761,0.04,1454,0
52598,1654713643,25.98,47.45,70,400,12779,20643,937.443,1.62,1.68,11.13,1.736,0.039,1456,0
52600,1654713645,25.91,47.54,86,403,12780,20633,937.451,1.58,1.64,10.9,1.699,0.038,1458,0
52602,1654713647,25.89,47.64,78,400,12782,20631,937.462,1.65,1.72,11.37,1.774,0.04,1460,0
52604,1654713649,25.86,47.74,98,411,12777,20621,937.435,1.67,1.74,11.51,1.795,0.041,1462,0
52606,1654713651,27.74,46.68,73,400,12802,20649,937.422,1.74,1.81,11.99,1.87,0.042,1464,0
52608,1654713653,28.04,44.72,65,400,12799,20660,937.416,1.79,1.86,12.3,1.918,0.043,1466,0
52610,1654713655,28.28,43.55,62,400,12797,20662,937.419,1.82,1.89,12.5,1.949,0.044,1468,0
52612,1654713657,28.39,42.8,64,400,12796,20661,937.419,1.84,1.91,12.67,1.976,0.045,1470,0
52614,1654713659,28.53,42.33,77,400,12792,20649,937.419,1.93,2.0,13.25,2.066,0.047,1472,0
52616,1654713661,28.63,41.97,70,400,12792,20650,937.426,2.08,2.17,14.34,2.237,0.051,1474,0
52618,1654713663,28.7,41.76,75,400,12789,20653,937.429,2.11,2.19,14.5,2.261,0.051,1476,0
52620,1654713665,28.76,41.49,97,400,12781,20629,937.436,1.99,2.06,13.67,2.132,0.048,1478,0
52622,1654713667,28.83,41.36,86,400,12788,20642,937.436,1.96,2.04,13.48,2.102,0.047,1480,0
52624,1654713669,28.88,41.27,86,400,12786,20647,937.445,1.96,2.04,13.5,2.105,0.048,1482,0
52626,1654713671,28.93,41.14,74,400,12790,20646,937.445,2.04,2.12,14.01,2.185,0.049,1484,0
52628,1654713673,28.95,41.04,84,400,12790,20643,937.445,2.1,2.18,14.46,2.255,0.051,1486,0
52630,1654713675,28.97,40.99,87,400,12784,20637,937.442,2.13,2.21,14.63,2.281,0.052,1488,0
52632,1654713677,29.0,40.93,82,400,12785,20632,937.45,2.19,2.28,15.1,2.355,0.053,1490,0
52634,1654713679,29.05,40.81,66,400,12794,20653,937.434,2.26,2.34,15.53,2.421,0.055,1492,0
52636,1654713681,27.19,41.87,104,424,12767,20615,937.439,2.26,2.35,15.57,2.428,0.055,1494,0
52638,1654713683,26.84,43.69,88,413,12775,20626,937.444,2.21,2.29,15.2,2.371,0.054,1496,0
52640,1654713685,26.63,44.85,99,414,12779,20632,937.426,2.16,2.24,14.85,2.316,0.052,1498,0
52642,1654713687,26.5,45.61,82,404,12777,20634,937.438,2.18,2.26,14.97,2.335,0.053,1500,0
52644,1654713689,26.36,46.06,86,401,12786,20644,937.427,2.15,2.23,14.8,2.307,0.052,1502,0
52646,1654713691,26.29,46.43,81,406,12779,20637,937.42,2.1,2.18,14.42,2.249,0.051,1504,0
52648,1654713693,26.2,46.71,82,400,12783,20646,937.414,1.96,2.03,13.47,2.1,0.047,1506,0
